id,title,bibtex_id,url,type,doi,is_relevant,source,year
1029,"ChatLogo: A Large Language Model-Driven Hybrid Natural-Programming
  Language Interface for Agent-based Modeling and Programming",,http://arxiv.org/pdf/2308.08102v1.pdf,,10.48550/arXiv.2308.08102,,arxiv,2023
1030,"Large Language Models in Introductory Programming Education: ChatGPT's
  Performance and Implications for Assessments",,http://arxiv.org/pdf/2308.08572v1.pdf,,10.48550/arXiv.2308.08572,,arxiv,2023
1031,"Large Language Models on Wikipedia-Style Survey Generation: an
  Evaluation in NLP Concepts",,http://arxiv.org/pdf/2308.10410v4.pdf,,10.48550/arXiv.2308.10410,,arxiv,2023
1032,"Elucidating STEM Concepts through Generative AI: A Multi-modal
  Exploration of Analogical Reasoning",,http://arxiv.org/pdf/2308.10454v1.pdf,,10.48550/arXiv.2308.10454,,arxiv,2023
1033,"Exploring the Potential of Large Language Models to Generate Formative
  Programming Feedback",,http://arxiv.org/pdf/2309.00029v1.pdf,,10.48550/arXiv.2309.00029,,arxiv,2023
1034,"Evaluating the Impact of ChatGPT on Exercises of a Software Security
  Course",,http://arxiv.org/pdf/2309.10085v1.pdf,,10.48550/arXiv.2309.10085,,arxiv,2023
1035,"Teach AI How to Code: Using Large Language Models as Teachable Agents
  for Programming Education",,http://arxiv.org/pdf/2309.14534v3.pdf,,10.48550/arXiv.2309.14534,,arxiv,2023
1036,PLMM: Personal Large Language Models on Mobile Devices,,http://arxiv.org/pdf/2309.14726v2.pdf,,10.48550/arXiv.2309.14726,,arxiv,2023
1037,"Automating Human Tutor-Style Programming Feedback: Leveraging GPT-4
  Tutor Model for Hint Generation and GPT-3.5 Student Model for Hint Validation",,http://arxiv.org/pdf/2310.03780v3.pdf,,10.48550/arXiv.2310.03780,,arxiv,2023
1038,"GPT-4 as an Agronomist Assistant? Answering Agriculture Exams Using
  Large Language Models",,http://arxiv.org/pdf/2310.06225v2.pdf,,10.48550/arXiv.2310.06225,,arxiv,2023
1039,"Examining the Potential and Pitfalls of ChatGPT in Science and
  Engineering Problem-Solving",,http://arxiv.org/pdf/2310.08773v2.pdf,,10.48550/arXiv.2310.08773,,arxiv,2023
1040,"Large Language Models for In-Context Student Modeling: Synthesizing
  Student's Behavior in Visual Programming",,http://arxiv.org/pdf/2310.10690v3.pdf,,10.48550/arXiv.2310.10690,,arxiv,2023
1041,"Impact of Guidance and Interaction Strategies for LLM Use on Learner
  Performance and Perception",,http://arxiv.org/pdf/2310.13712v2.pdf,,10.48550/arXiv.2310.13712,,arxiv,2023
1042,"Unleashing the potential of prompt engineering in Large Language Models:
  a comprehensive review",,http://arxiv.org/pdf/2310.14735v4.pdf,,10.48550/arXiv.2310.14735,,arxiv,2023
1043,"Open-Ended Instructable Embodied Agents with Memory-Augmented Large
  Language Models",,http://arxiv.org/pdf/2310.15127v2.pdf,,10.48550/arXiv.2310.15127,,arxiv,2023
1044,"Exploring the Potential of Large Language Models in Generating
  Code-Tracing Questions for Introductory Programming Courses",,http://arxiv.org/pdf/2310.15317v1.pdf,,10.48550/arXiv.2310.15317,,arxiv,2023
1045,"Efficient Classification of Student Help Requests in Programming Courses
  Using Large Language Models",,http://arxiv.org/pdf/2310.20105v1.pdf,,10.48550/arXiv.2310.20105,,arxiv,2023
1046,Students' Perspective on AI Code Completion: Benefits and Challenges,,http://arxiv.org/pdf/2311.00177v2.pdf,,10.48550/arXiv.2311.00177,,arxiv,2023
1047,"More Robots are Coming: Large Multimodal Models (ChatGPT) can Solve
  Visually Diverse Images of Parsons Problems",,http://arxiv.org/pdf/2311.04926v1.pdf,,10.48550/arXiv.2311.04926,,arxiv,2023
1048,Prompt Problems: A New Programming Exercise for the Generative AI Era,,http://arxiv.org/pdf/2311.05943v1.pdf,,10.48550/arXiv.2311.05943,,"arxiv, acm, web_of_science",2023
1049,"From GPT-3 to GPT-4: On the Evolving Efficacy of LLMs to Answer
  Multiple-choice Questions for Programming Classes in Higher Education",,http://arxiv.org/pdf/2311.09518v1.pdf,,10.48550/arXiv.2311.09518,,arxiv,2023
1050,"From Concept to Manufacturing: Evaluating Vision-Language Models for
  Engineering Design",,http://arxiv.org/pdf/2311.12668v1.pdf,,10.48550/arXiv.2311.12668,,arxiv,2023
1051,"Decoding Logic Errors: A Comparative Study on Bug Detection by Students
  and Large Language Models",,http://arxiv.org/pdf/2311.16017v1.pdf,,10.48550/arXiv.2311.16017,,arxiv,2023
1052,"Kattis vs. ChatGPT: Assessment and Evaluation of Programming Tasks in
  the Age of Artificial Intelligence",,http://arxiv.org/pdf/2312.01109v1.pdf,,10.48550/arXiv.2312.01109,,arxiv,2023
1053,"Real Customization or Just Marketing: Are Customized Versions of Chat
  GPT Useful?",,http://arxiv.org/pdf/2312.03728v1.pdf,,10.48550/arXiv.2312.03728,,arxiv,2023
1054,"Can ChatGPT Play the Role of a Teaching Assistant in an Introductory
  Programming Course?",,http://arxiv.org/pdf/2312.07343v2.pdf,,10.48550/arXiv.2312.07343,,arxiv,2023
1055,"Next-Step Hint Generation for Introductory Programming Using Large
  Language Models",,http://arxiv.org/pdf/2312.10055v1.pdf,,10.48550/arXiv.2312.10055,,arxiv,2023
1056,"Students' Perceptions and Preferences of Generative Artificial
  Intelligence Feedback for Programming",,http://arxiv.org/pdf/2312.11567v1.pdf,,10.48550/arXiv.2312.11567,,arxiv,2023
1057,A Survey on Large Language Models for Software Engineering,,http://arxiv.org/pdf/2312.15223v1.pdf,,10.48550/arXiv.2312.15223,,arxiv,2023
1058,The Earth is Flat? Unveiling Factual Errors in Large Language Models,,http://arxiv.org/pdf/2401.00761v1.pdf,,10.48550/arXiv.2401.00761,,arxiv,2024
1059,Quokka: An Open-source Large Language Model ChatBot for Material Science,,http://arxiv.org/pdf/2401.01089v1.pdf,,10.48550/arXiv.2401.01089,,arxiv,2024
1060,"Evaluating Large Language Models on the GMAT: Implications for the
  Future of Business Education",,http://arxiv.org/pdf/2401.02985v1.pdf,,10.48550/arXiv.2401.02985,,arxiv,2024
1061,"LLM-Powered Code Vulnerability Repair with Reinforcement Learning and
  Semantic Reward",,http://arxiv.org/pdf/2401.03374v2.pdf,,10.48550/arXiv.2401.03374,,arxiv,2024
1062,"Assessing AI Detectors in Identifying AI-Generated Code: Implications
  for Education",,http://arxiv.org/pdf/2401.03676v1.pdf,,10.48550/arXiv.2401.03676,,arxiv,2024
1063,Automated Assessment of Students' Code Comprehension using LLMs,,http://arxiv.org/pdf/2401.05399v1.pdf,,10.48550/arXiv.2401.05399,,arxiv,2023
1064,"Sleeper Agents: Training Deceptive LLMs that Persist Through Safety
  Training",,http://arxiv.org/pdf/2401.05566v3.pdf,,10.48550/arXiv.2401.05566,,arxiv,2024
1065,"Seven Failure Points When Engineering a Retrieval Augmented Generation
  System",,http://arxiv.org/pdf/2401.05856v1.pdf,,10.48550/arXiv.2401.05856,,arxiv,2024
1066,"Teaching Code LLMs to Use Autocompletion Tools in Repository-Level Code
  Generation",,http://arxiv.org/pdf/2401.06391v2.pdf,,10.48550/arXiv.2401.06391,,arxiv,2024
1067,"Survey of Natural Language Processing for Education: Taxonomy,
  Systematic Review, and Future Trends",,http://arxiv.org/pdf/2401.07518v3.pdf,,10.48550/arXiv.2401.07518,,arxiv,2024
1068,"Adapting Large Language Models for Education: Foundational Capabilities,
  Potentials, and Challenges",,http://arxiv.org/pdf/2401.08664v3.pdf,,10.48550/arXiv.2401.08664,,arxiv,2023
1069,"Interactions with Prompt Problems: A New Way to Teach Programming with
  Large Language Models",,http://arxiv.org/pdf/2401.10759v1.pdf,,10.48550/arXiv.2401.10759,,arxiv,2024
1070,"""The teachers are confused as well"": A Multiple-Stakeholder Ethics
  Discussion on Large Language Models in Computing Education",,http://arxiv.org/pdf/2401.12453v1.pdf,,10.48550/arXiv.2401.12453,,arxiv,2024
1071,"TPD: Enhancing Student Language Model Reasoning via Principle Discovery
  and Guidance",,http://arxiv.org/pdf/2401.13849v1.pdf,,10.48550/arXiv.2401.13849,,arxiv,2024
1072,"An Empirical Study on Usage and Perceptions of LLMs in a Software
  Engineering Project",,http://arxiv.org/pdf/2401.16186v1.pdf,,10.48550/arXiv.2401.16186,,arxiv,2024
1073,Generative AI for Data Science 101: Coding Without Learning To Code,,http://arxiv.org/pdf/2401.17647v1.pdf,,10.48550/arXiv.2401.17647,,arxiv,2024
1074,"""Which LLM should I use?"": Evaluating LLMs for tasks performed by
  Undergraduate Computer Science Students",,http://arxiv.org/pdf/2402.01687v2.pdf,,10.48550/arXiv.2402.01687,,arxiv,2024
1075,"When Geoscience Meets Generative AI and Large Language Models:
  Foundations, Trends, and Future Challenges",,http://arxiv.org/pdf/2402.03349v1.pdf,,10.48550/arXiv.2402.03349,,arxiv,2024
1076,"Using Large Language Models for Student-Code Guided Test Case Generation
  in Computer Science Education",,http://arxiv.org/pdf/2402.07081v1.pdf,,10.48550/arXiv.2402.07081,,arxiv,2024
1077,"QACP: An Annotated Question Answering Dataset for Assisting Chinese
  Python Programming Learners",,http://arxiv.org/pdf/2402.07913v2.pdf,,10.48550/arXiv.2402.07913,,arxiv,2024
1078,"Improving Assessment of Tutoring Practices using Retrieval-Augmented
  Generation",,http://arxiv.org/pdf/2402.14594v1.pdf,,10.48550/arXiv.2402.14594,,arxiv,2024
1079,"Automated Generation of Multiple-Choice Cloze Questions for Assessing
  English Vocabulary Using GPT-turbo 3.5",,http://arxiv.org/pdf/2403.02078v1.pdf,,10.48550/arXiv.2403.02078,,arxiv,2024
1080,Feedback-Generation for Programming Exercises With GPT-4,,http://arxiv.org/pdf/2403.04449v1.pdf,,10.48550/arXiv.2403.04449,,arxiv,2024
1081,Teaching Machines to Code: Smart Contract Translation with LLMs,,http://arxiv.org/pdf/2403.09740v1.pdf,,10.48550/arXiv.2403.09740,,arxiv,2024
1082,"Evaluating the Application of Large Language Models to Generate Feedback
  in Programming Education",,http://arxiv.org/pdf/2403.09744v1.pdf,,10.48550/arXiv.2403.09744,,arxiv,2024
1083,"Using Generative Text Models to Create Qualitative Codebooks for Student
  Evaluations of Teaching",,http://arxiv.org/pdf/2403.11984v1.pdf,,10.48550/arXiv.2403.11984,,arxiv,2024
1084,"Predicting Learning Performance with Large Language Models: A Study in
  Adult Literacy",,http://arxiv.org/pdf/2403.14668v1.pdf,,10.48550/arXiv.2403.14668,,arxiv,2024
1085,Bioinformatics and Biomedical Informatics with ChatGPT: Year One Review,,http://arxiv.org/pdf/2403.15274v2.pdf,,10.48550/arXiv.2403.15274,,arxiv,2024
1086,"Just another copy and paste? Comparing the security vulnerabilities of
  ChatGPT generated code and StackOverflow answers",,http://arxiv.org/pdf/2403.15600v1.pdf,,10.48550/arXiv.2403.15600,,arxiv,2024
1087,"Designing Child-Centric AI Learning Environments: Insights from
  LLM-Enhanced Creative Project-Based Learning",,http://arxiv.org/pdf/2403.16159v2.pdf,,10.48550/arXiv.2403.16159,,arxiv,2024
1088,"An Exploratory Study on Upper-Level Computing Students' Use of Large
  Language Models as Tools in a Semester-Long Project",,http://arxiv.org/pdf/2403.18679v2.pdf,,10.48550/arXiv.2403.18679,,arxiv,2024
1089,"Peer-aided Repairer: Empowering Large Language Models to Repair Advanced
  Student Assignments",,http://arxiv.org/pdf/2404.01754v1.pdf,,10.48550/arXiv.2404.01754,,arxiv,2024
1090,CSEPrompts: A Benchmark of Introductory Computer Science Prompts,,http://arxiv.org/pdf/2404.02540v2.pdf,,10.48550/arXiv.2404.02540,,arxiv,2024
1091,Analyzing LLM Usage in an Advanced Computing Class in India,,http://arxiv.org/pdf/2404.04603v1.pdf,,10.48550/arXiv.2404.04603,,arxiv,2024
1092,Physics Event Classification Using Large Language Models,,http://arxiv.org/pdf/2404.05752v1.pdf,,10.48550/arXiv.2404.05752,,arxiv,2024
1093,Explaining EDA synthesis errors with LLMs,,http://arxiv.org/pdf/2404.07235v1.pdf,,10.48550/arXiv.2404.07235,,arxiv,2024
1094,Fine Tuning LLM for Enterprise: Practical Guidelines and Recommendations,,http://arxiv.org/pdf/2404.10779v1.pdf,,10.48550/arXiv.2404.10779,,arxiv,2024
1095,"Fact :Teaching MLLMs with Faithful, Concise and Transferable Rationales",,http://arxiv.org/pdf/2404.11129v1.pdf,,10.48550/arXiv.2404.11129,,arxiv,2024
1096,"Leveraging Large Language Model as Simulated Patients for Clinical
  Education",,http://arxiv.org/pdf/2404.13066v2.pdf,,10.48550/arXiv.2404.13066,,arxiv,2024
1097,NExT: Teaching Large Language Models to Reason about Code Execution,,http://arxiv.org/pdf/2404.14662v1.pdf,,10.48550/arXiv.2404.14662,,arxiv,2024
1098,"CodeIP: A Grammar-Guided Multi-Bit Watermark for Large Language Models
  of Code",,http://arxiv.org/pdf/2404.15639v1.pdf,,10.48550/arXiv.2404.15639,,arxiv,2024
1099,How LLMs Aid in UML Modeling: An Exploratory Study with Novice Analysts,,http://arxiv.org/pdf/2404.17739v2.pdf,,10.48550/arXiv.2404.17739,,arxiv,2024
1100,AI-powered Code Review with LLMs: Early Results,,http://arxiv.org/pdf/2404.18496v1.pdf,,10.48550/arXiv.2404.18496,,arxiv,2024
1101,"HELPER-X: A Unified Instructable Embodied Agent to Tackle Four
  Interactive Vision-Language Domains with Memory-Augmented Language Models",,http://arxiv.org/pdf/2404.19065v1.pdf,,10.48550/arXiv.2404.19065,,arxiv,2024
1102,"Improving LLM Classification of Logical Errors by Integrating Error
  Relationship into Prompts",,http://arxiv.org/pdf/2404.19336v2.pdf,,10.48550/arXiv.2404.19336,,arxiv,2024
1103,"Generating Feedback-Ladders for Logical Errors in Programming using
  Large Language Models",,http://arxiv.org/pdf/2405.00302v3.pdf,,10.48550/arXiv.2405.00302,,arxiv,2024
1104,ChatGPT in Data Visualization Education: A Student Perspective,,http://arxiv.org/pdf/2405.00748v1.pdf,,10.48550/arXiv.2405.00748,,arxiv,2024
1105,"From Keyboard to Chatbot: An AI-powered Integration Platform with
  Large-Language Models for Teaching Computational Thinking for Young Children",,http://arxiv.org/pdf/2405.00750v1.pdf,,10.48550/arXiv.2405.00750,,arxiv,2024
1106,"FOKE: A Personalized and Explainable Education Framework Integrating
  Foundation Models, Knowledge Graphs, and Prompt Engineering",,http://arxiv.org/pdf/2405.03734v1.pdf,,10.48550/arXiv.2405.03734,,arxiv,2024
1107,"Open Source Language Models Can Provide Feedback: Evaluating LLMs'
  Ability to Help Students Using GPT-4-As-A-Judge",,http://arxiv.org/pdf/2405.05253v1.pdf,,10.48550/arXiv.2405.05253,,arxiv,2024
1108,Benchmarking Educational Program Repair,,http://arxiv.org/pdf/2405.05347v1.pdf,,10.48550/arXiv.2405.05347,,arxiv,2024
1109,"Leveraging Lecture Content for Improved Feedback: Explorations with
  GPT-4 and Retrieval Augmented Generation",,http://arxiv.org/pdf/2405.06681v1.pdf,,10.48550/arXiv.2405.06681,,arxiv,2024
1110,Automating Code Adaptation for MLOps -- A Benchmarking Study on LLMs,,http://arxiv.org/pdf/2405.06835v1.pdf,,10.48550/arXiv.2405.06835,,arxiv,2024
1111,"Interpreting Latent Student Knowledge Representations in Programming
  Assignments",,http://arxiv.org/pdf/2405.08213v1.pdf,,10.48550/arXiv.2405.08213,,arxiv,2024
1112,"Hybrid Context Retrieval Augmented Generation Pipeline: LLM-Augmented
  Knowledge Graphs and Vector Database for Accreditation Reporting Assistance",,http://arxiv.org/pdf/2405.15436v1.pdf,,10.48550/arXiv.2405.15436,,arxiv,2024
1113,ChatGPT Code Detection: Techniques for Uncovering the Source of Code,,http://arxiv.org/pdf/2405.15512v1.pdf,,10.48550/arXiv.2405.15512,,arxiv,2024
1114,"Uncovering LLM-Generated Code: A Zero-Shot Synthetic Code Detector via
  Code Rewriting",,http://arxiv.org/pdf/2405.16133v2.pdf,,10.48550/arXiv.2405.16133,,arxiv,2024
1115,Chain of Tools: Large Language Model is an Automatic Multi-tool Learner,,http://arxiv.org/pdf/2405.16533v1.pdf,,10.48550/arXiv.2405.16533,,arxiv,2024
1116,Towards Integrating Emerging AI Applications in SE Education,,http://arxiv.org/pdf/2405.18062v2.pdf,,10.48550/arXiv.2405.18062,,arxiv,2024
1117,"Analyzing Chat Protocols of Novice Programmers Solving Introductory
  Programming Tasks with ChatGPT",,http://arxiv.org/pdf/2405.19132v1.pdf,,10.48550/arXiv.2405.19132,,arxiv,2024
1118,"A Survey Study on the State of the Art of Programming Exercise
  Generation using Large Language Models",,http://arxiv.org/pdf/2405.20183v1.pdf,,10.48550/arXiv.2405.20183,,arxiv,2024
